basename,mags_and_gtdb,gtdb,mag_only
ERR10852874,0.765185644,0.722738858,0.380050975
ERR10852876,0.752558815,0.728347863,0.274152646
ERR10852883,0.776335811,0.751092968,0.345667434
ERR10852889,0.751537014,0.729276437,0.355885143
ERR10852927,0.755884326,0.725064993,0.32936153
ERR10852928,0.788779451,0.752688265,0.39364027
ERR10852994,0.751127922,0.728467253,0.324132761
ERR10854478,0.774030936,0.750662476,0.31324336
ERR10854479,0.774795122,0.759991212,0.379839613
ERR10855709,0.756059283,0.715683227,0.377996636
ERR10856023,0.772366272,0.748209132,0.344566993
ERR10856067,0.756043713,0.733226625,0.329613276
ERR10856093,0.767031822,0.743625678,0.357882881
ERR10856880,0.748601214,0.706403657,0.320318226
ERR10856887,0.806422017,0.787363398,0.317623103
ERR10857093,0.808234688,0.781101453,0.392826147
ERR13326165,0.762210085,0.723836398,0.297242447
ERR13326173,0.799315042,0.762368069,0.374045452
ERR13326176,0.774441779,0.743000262,0.280436733
ERR13326190,0.82650412,0.790150427,0.422731125
ERR13326191,0.801865689,0.777412742,0.391247154
ERR13326192,0.726202524,0.69208524,0.296203072
ERR13326194,0.795403469,0.772163362,0.374064853
ERR13326198,0.715860397,0.685335247,0.28015064
ERR13326200,0.809295132,0.730022022,0.48848475
ERR13326202,0.764225755,0.727722746,0.313260817
ERR13326209,0.732244518,0.697800998,0.281695648
ERR13326212,0.763471624,0.736057378,0.315559567
ERR13326213,0.77394092,0.742263665,0.31361068
ERR13326214,0.733264652,0.688504179,0.297359981
ERR13326218,0.750036653,0.693749118,0.281257867
ERR13326221,0.794414206,0.718711761,0.487151611
ERR13326223,0.796167544,0.758360515,0.382224159
ERR13326227,0.768768348,0.711816032,0.385677444
ERR13326229,0.801462313,0.76186595,0.399165854
ERR13326230,0.799054684,0.764814389,0.356107842
ERR13326231,0.742496964,0.707090027,0.297930396
ERR13326234,0.76066218,0.72577265,0.321181516
ERR13326236,0.788155829,0.763161054,0.309199731
ERR13326240,0.763370632,0.735171642,0.324348095
ERR13326247,0.773374406,0.740739749,0.354164155
ERR13326254,0.738343939,0.666358798,0.39963566
ERR13326255,0.75220364,0.70955691,0.345250854
ERR13326256,0.787997495,0.763815977,0.316130502
ERR13326257,0.853675191,0.722097108,0.630292286
ERR13326264,0.810617046,0.777377386,0.364502902
ERR13326265,0.789276612,0.761513825,0.364688178
ERR13326268,0.757543881,0.727611806,0.29991284
ERR13326271,0.769334933,0.738073442,0.334090696
ERR13326274,0.806208635,0.77540143,0.374282258
ERR13326285,0.757023687,0.745358807,0.220359397
ERR13326293,0.762042023,0.717020601,0.338609985
ERR14000440,0.770811922,0.740586751,0.385219097
ERR14000443,0.729069647,0.710855842,0.301045224
ERR14000444,0.753763199,0.732419681,0.310492024
ERR14000447,0.711470933,0.683866563,0.281554819
ERR14000448,0.716103329,0.672664182,0.332990618
ERR14000450,0.729501122,0.67503884,0.34930088
ERR14000454,0.782547771,0.759490446,0.354394904
ERR14000467,0.759872883,0.708095958,0.42138511
ERR14000471,0.737402016,0.710526316,0.301791713
ERR14000478,0.775932809,0.746440122,0.365496935
ERR14000489,0.759334126,0.730321046,0.331272295
ERR14000490,0.755725948,0.730244241,0.299831444
ERR14000491,0.761842321,0.723569907,0.241271923
ERR14000493,0.744481821,0.705313119,0.34989171
ERR14000496,0.720111497,0.686815075,0.33487342
ERR14000498,0.741552172,0.670839743,0.409633441
ERR14000503,0.719133298,0.694506753,0.24674271
ERR14000505,0.689047881,0.648871767,0.27903137
ERR14000506,0.672897196,0.652336449,0.280373832
ERR14000514,0.839340886,0.757602038,0.527399859
ERR14000519,0.740092571,0.710496976,0.329504375
ERR14000520,0.743493224,0.707535671,0.341471284
ERR14000522,0.721352536,0.69260071,0.307712377
ERR14000524,0.738869759,0.717196678,0.290054689
ERR14000527,0.670527469,0.619904747,0.299107842
ERR14000528,0.691969887,0.647323296,0.302279381
ERR14000537,0.791247033,0.770021433,0.312576341
ERR14000539,0.7656567,0.737652576,0.308677287
ERR14000546,0.765064917,0.734194186,0.407176122
ERR14000547,0.739249094,0.715427502,0.36250926
ERR14000556,0.725894632,0.699055666,0.274602386
ERR14000558,0.745369009,0.718444155,0.31914983
ERR14000563,0.769749799,0.750091181,0.392297031
ERR14000568,0.742675781,0.711344401,0.309244792
ERR14000570,0.714733192,0.684472536,0.275981653
ERR14000574,0.789779326,0.769163763,0.339430894
ERR14000578,0.697511664,0.665928939,0.280595765
ERR14000582,0.771266407,0.747711955,0.326002128
ERR14000583,0.784551685,0.761422045,0.342661336
ERR14000586,0.757053964,0.738440082,0.32770089
ERR14000588,0.759139537,0.740898946,0.363580389
ERR14000591,0.738845833,0.701022015,0.326242011
ERR14000592,0.736777629,0.699413386,0.316795062
ERR14000593,0.736304342,0.695910198,0.335974022
ERR14000596,0.740345863,0.708217808,0.31693583
ERR14000598,0.740212537,0.701216695,0.326936701
ERR14000601,0.744326817,0.722734658,0.259420366
ERR14000607,0.752967935,0.71471763,0.376567181
ERR14000610,0.719994291,0.678488178,0.335283764
ERR14000614,0.749978179,0.696211923,0.420245265
ERR14000620,0.735310991,0.702259563,0.354146233
ERR14000622,0.693160413,0.662913807,0.37181458
ERR14000623,0.68359098,0.655320758,0.339668132
ERR14000627,0.765772674,0.725188352,0.407434388
ERR14000628,0.77189458,0.731516658,0.38876181
ERR14000638,0.746486273,0.717544551,0.318555979
ERR14000643,0.77768595,0.748248721,0.275127902
ERR14000645,0.765698813,0.729730768,0.311979107
ERR14000646,0.718399427,0.699903715,0.232047292
ERR14000656,0.750273496,0.716907011,0.345101939
ERR14000659,0.7165366,0.68536995,0.307912674
ERR14000666,0.701977373,0.657268919,0.334574673
ERR14000669,0.687838791,0.651163728,0.273833753
ERR14000673,0.730156278,0.706162811,0.246556595
ERR14000674,0.752342919,0.720956834,0.303104493
ERR14000675,0.763887422,0.735214912,0.299714859
ERR14000677,0.76472485,0.741616509,0.292454858
ERR14369885,0.745363379,0.71730717,0.348150773
ERR14369886,0.767706751,0.736794498,0.298351992
ERR14370149,0.777483248,0.741412496,0.356427353
ERR14370204,0.752395031,0.716338598,0.369534999
ERR14370585,0.757573827,0.726401492,0.37716275
ERR14370667,0.78436925,0.769096268,0.307052935
ERR14370692,0.748932315,0.720325835,0.332703959
ERR14370735,0.72747176,0.702046759,0.273750891
ERR14370736,0.802408777,0.78070199,0.394523355
ERR14371137,0.7625793,0.73300086,0.32847714
ERR14371169,0.772919954,0.751966306,0.328600488
ERR14371197,0.723489175,0.690831905,0.368937842
ERR14371733,0.781119644,0.755077104,0.388724182
ERR14371828,0.793283956,0.769526143,0.347953849
ERR14371831,0.753566921,0.72681039,0.260351985
ERR14371832,0.715449928,0.699181172,0.279509308
ERR14371833,0.738485171,0.71585283,0.312610038
ERR14371834,0.747398491,0.726855911,0.341216673
ERR14371836,0.737781077,0.701509229,0.341939357
ERR14372035,0.758812216,0.731297453,0.334610133
ERR14372071,0.749868992,0.72723817,0.308117157
ERR14372080,0.815187006,0.807952281,0.369019296
ERR14372172,0.817011015,0.776664942,0.54131891
ERR14372542,0.779183181,0.733061334,0.329927259
ERR14372576,0.757113449,0.73942302,0.349808144
ERR14372586,0.756349551,0.715816621,0.390834038
ERR14372587,0.773767983,0.744426229,0.440305701
ERR14372597,0.797634002,0.694777079,0.523567099
ERR14374507,0.759082129,0.738938432,0.251594409
ERR14374508,0.734637595,0.707793176,0.287569148
ERR14374535,0.747562506,0.723134786,0.282682827
ERR14374671,0.721120702,0.699667021,0.234450978
ERR14374677,0.790431875,0.768672393,0.440096155
ERR14374739,0.763004079,0.723813541,0.302001969
ERR14375686,0.720767973,0.68429525,0.353349355
ERR14375771,0.742653835,0.711447482,0.350123421
ERR14375777,0.830620305,0.805970539,0.385467842
ERR14375793,0.711340903,0.691800775,0.249556515
ERR14375796,0.740339482,0.704184623,0.419249729
ERR14375797,0.73804,0.715265609,0.277766123
ERR14375798,0.735392568,0.720710941,0.186554552
ERR14375803,0.718333434,0.689139933,0.316144344
ERR14375805,0.74895716,0.713149838,0.335464816
ERR14375806,0.741343271,0.724327839,0.307119306
ERR14375813,0.716113469,0.701183478,0.244480024
ERR14375814,0.819189504,0.747809213,0.522642237
ERR14375817,0.712549233,0.693744849,0.216663569
ERR14375824,0.763240325,0.706232092,0.414380169
ERR14375828,0.79509855,0.771482089,0.267440491
ERR14375829,0.739447643,0.702194189,0.376658501
ERR14375837,0.719561327,0.693674563,0.277883825
ERR14375839,0.701696812,0.666801769,0.378326751
ERR14375846,0.733737264,0.716783506,0.232878558
ERR14375850,0.747933087,0.719179004,0.317991602
ERR14375857,0.748295801,0.739365401,0.182242654
ERR14375881,0.643736383,0.616412002,0.274149495
ERR14375882,0.760959243,0.72526087,0.377004178
ERR14375929,0.681316172,0.661396713,0.293929548
ERR14375933,0.718165833,0.694970556,0.292552595
ERR14375935,0.751820654,0.72059981,0.328891838
ERR14375937,0.716665972,0.692047518,0.294021515
ERR14375942,0.712440485,0.689534889,0.274555165
ERR14375955,0.725556092,0.688934836,0.31258156
ERR1809123,0.701631305,0.681878555,0.237356537
ERR1809124,0.690152801,0.672403149,0.238231209
ERR1809134,0.690131014,0.659471649,0.281017325
ERR1809135,0.733603385,0.699864974,0.29752453
ERR1809136,0.716401605,0.685812021,0.287932517
ERR1809137,0.714237819,0.680934287,0.289981001
ERR1809146,0.659310687,0.625417231,0.292090255
ERR1809147,0.643647088,0.615384615,0.286065372
ERR1809149,0.634364821,0.57257329,0.296221498
ERR1809154,0.738724052,0.707640474,0.308988153
ERR2017422,0.733697111,0.696113887,0.344894125
ERR2017426,0.810347753,0.797230794,0.390158824
ERR2017428,0.783653211,0.757797153,0.281253561
ERR2017438,0.773400246,0.749639726,0.229946691
ERR2017444,0.800799362,0.768391021,0.177104241
ERR2017446,0.815732938,0.781241082,0.396855566
ERR2017452,0.741871921,0.719045168,0.29228243
ERR2017454,0.763900108,0.744495536,0.306996831
ERR2017468,0.792946663,0.766815553,0.365881371
ERR2017469,0.73983985,0.721733296,0.32632268
ERR2017470,0.754365985,0.729991294,0.27342761
ERR2017482,0.829304037,0.780322999,0.395457943
ERR2017484,0.730306442,0.701654592,0.309110045
ERR2017485,0.795086215,0.780246299,0.347226597
ERR2017489,0.844864343,0.816991072,0.450671481
ERR2017491,0.755605988,0.699205272,0.38334868
ERR2017506,0.803850392,0.77327574,0.238668857
ERR2017508,0.793301814,0.772191314,0.381735019
ERR2017512,0.80909786,0.775636124,0.365188829
ERR2017515,0.757710998,0.728426072,0.321660087
ERR2017516,0.77498942,0.748325752,0.28779893
ERR2017523,0.746813013,0.718814147,0.314699206
ERR2017524,0.658189692,0.645173675,0.261834089
ERR2017528,0.724092934,0.673409734,0.3800631
ERR2017529,0.819365499,0.747656921,0.479706682
ERR2017535,0.753718474,0.738131899,0.262963517
ERR2017539,0.756231352,0.732878454,0.33415505
ERR2017542,0.760429574,0.730018873,0.373144463
ERR2017545,0.787345674,0.761737341,0.301026545
ERR2017548,0.814701422,0.782762478,0.437686506
ERR2017551,0.743708263,0.730432189,0.275073173
ERR2017553,0.806362727,0.770706355,0.507775562
ERR2017556,0.775646966,0.749538324,0.305197602
ERR2017565,0.77646699,0.754214149,0.280158492
ERR2017568,0.697690694,0.679237019,0.237452788
ERR2017572,0.693800212,0.663132002,0.2843958
ERR2017573,0.745898083,0.692062315,0.391905486
ERR2017574,0.727544247,0.701593646,0.332238772
ERR2017577,0.785436024,0.753921061,0.37396968
ERR2017578,0.759127122,0.73598068,0.290641338
ERR2017579,0.745213758,0.709488399,0.330425415
ERR2017586,0.820878371,0.793796792,0.43061485
ERR2017591,0.685227385,0.670403344,0.212157884
ERR2017596,0.82505752,0.819245011,0.386369285
ERR2017604,0.758289794,0.725487385,0.352954317
ERR2017605,0.764551043,0.728121915,0.357921898
ERR2017606,0.828871797,0.772526327,0.500341444
ERR2017610,0.745314966,0.733477327,0.174136351
ERR2017612,0.763742443,0.736949736,0.335378323
ERR2017617,0.779131933,0.762100907,0.282918057
ERR2017625,0.767525257,0.700701291,0.503822458
ERR2017631,0.769950379,0.752485792,0.210227327
ERR2017642,0.787512225,0.770572066,0.28263626
ERR2017645,0.774839771,0.75269122,0.35898145
ERR2017651,0.629045418,0.604690862,0.263095759
ERR2017652,0.742576962,0.713371526,0.389308143
ERR2017655,0.722568728,0.693069273,0.313935477
ERR2017657,0.726723271,0.7095539,0.203176913
ERR2017661,0.749316479,0.719695054,0.297181208
ERR2017670,0.880593574,0.838855623,0.626249699
ERR2017678,0.734845792,0.704467305,0.301158717
ERR2017680,0.820462756,0.797393206,0.397346237
ERR2017692,0.764169343,0.730492517,0.335619205
ERR2017700,0.789712699,0.734499646,0.391171464
ERR2017705,0.745906927,0.705555647,0.364129098
ERR2017706,0.815925396,0.784095235,0.40260241
ERR2017710,0.784298011,0.750806618,0.410367488
ERR2017712,0.793295677,0.760017827,0.350213973
ERR2017716,0.753601935,0.733725564,0.215609748
ERR2017718,0.771436447,0.749240566,0.301449955
ERR2017721,0.733560422,0.70319094,0.335467774
ERR2017724,0.775116926,0.751719494,0.314009305
ERR2017727,0.738153988,0.641936684,0.49335608
ERR2017729,0.702301455,0.659576224,0.302623089
ERR2017731,0.774490042,0.754262167,0.334839511
ERR2017736,0.745388699,0.718617408,0.360411156
ERR2017737,0.770506114,0.742612791,0.310749711
ERR2017738,0.798797276,0.776099277,0.365273149
ERR2017739,0.815488007,0.763538343,0.43038816
ERR2017744,0.767207061,0.741678101,0.259578865
ERR2017749,0.755303392,0.720497646,0.31198845
ERR2017752,0.781168665,0.755558801,0.319742545
ERR2017755,0.803082922,0.769686823,0.474206843
ERR2017762,0.76889022,0.738520901,0.321579708
ERR2017765,0.71968936,0.69116823,0.308757758
ERR2017771,0.755191882,0.723565953,0.327617313
ERR2017776,0.853684887,0.735351943,0.604482987
ERR2017777,0.75248616,0.708666405,0.329376591
ERR2017780,0.797494123,0.757010045,0.423295576
ERR2017783,0.757102239,0.722337461,0.368623412
ERR2017790,0.792946611,0.768923758,0.336436433
ERR2017800,0.730918389,0.687767747,0.391710784
ERR2017807,0.869633935,0.825294753,0.322159683
ERR3277216,0.668997099,0.643561935,0.150966469
ERR3277219,0.525012255,0.517215621,0.099453769
ERR3277222,0.788090818,0.777707513,0.235756105
ERR3277226,0.739874739,0.713277662,0.313068894
ERR3277228,0.809676623,0.753702789,0.419217477
ERR3277234,0.770108535,0.659660513,0.42735351
ERR3277242,0.775337469,0.734087633,0.313791446
ERR3277247,0.796189521,0.774630233,0.308598646
ERR3277248,0.791325028,0.755368615,0.404181308
ERR3277251,0.761560839,0.7424516,0.103922159
ERR3277255,0.769811008,0.761107427,0.065318302
ERR3277256,0.864628913,0.708985985,0.727735853
ERR3277258,0.795331172,0.779563808,0.217050621
ERR3277261,0.873004612,0.849334064,0.628527202
ERR3277263,0.80561667,0.783350963,0.369229956
ERR3277274,0.818048128,0.817279412,0.191343583
ERR3277276,0.790825394,0.789584501,0.060939877
ERR3277283,0.718552267,0.696941735,0.18214474
ERR3277289,0.797403194,0.759738024,0.323231909
ERR3277294,0.749953064,0.714527098,0.251343895
ERR3277298,0.684606642,0.658214421,0.242732668
ERR3277302,0.727700986,0.691342785,0.346759149
ERR3277316,0.768921517,0.748481472,0.339746111
ERR3277320,0.89032126,0.769920196,0.757479026
ERR3277322,0.774407517,0.75572083,0.209552009
ERR3277323,0.728904961,0.698997589,0.310100241
ERR3277330,0.758947853,0.740149396,0.294178733
ERR3277338,0.770161255,0.737427739,0.317885861
ERR3277341,0.738197251,0.73369038,0.122029103
ERR3277342,0.768147087,0.742802565,0.335550553
ERR3277344,0.771588509,0.734854246,0.464976764
ERR3277347,0.749683814,0.73275777,0.169780688
ERR3277354,0.748930792,0.686392002,0.450568175
ERR3277355,0.705711295,0.693169922,0.229710153
ERR3277358,0.739178897,0.730447706,0.121642207
ERR3277369,0.746790794,0.719286072,0.309047454
ERR695612,0.465448179,0.454452609,0.141397193
ERR7738276,0.783646893,0.74615851,0.364268851
ERR7738547,0.7564008,0.732516866,0.199658443
ERR970242,0.65756702,0.656646831,0.017913011
ERR970253,0.66601382,0.663310484,0.054439127
ERR970254,0.682560418,0.68190725,0.02824951
ERR970255,0.619526937,0.619526937,0.015039025
ERR970257,0.834499702,0.832216597,0.038564622
ERR970262,0.667462687,0.666746269,0.024597015
ERR970263,0.63566369,0.63473976,0.027409917
ERR970267,0.638687892,0.638687892,0.020501688
ERR970272,0.676628971,0.676090468,0.026117394
ERR970275,0.826843158,0.705402493,0.66723103
ERR970277,0.65956866,0.658681409,0.02047502
ERR970285,0.676552203,0.674644468,0.045265349
ERR970286,0.674002374,0.673682769,0.025933705
ERR970290,0.709758022,0.708179905,0.023803261
ERR970295,0.631679847,0.627126767,0.047208243
ERR970304,0.675227309,0.664380284,0.19333227
ERR970307,0.671553868,0.671422961,0.026835973
ERR970315,0.677931814,0.674361873,0.054818429
ERR970324,0.644067797,0.643780523,0.016374605
ERR970329,0.675183405,0.665064508,0.180116367
ERR970330,0.693185552,0.553545222,0.654984338
SRR12344432,0.681246349,0.648352411,0.29369422
SRR12344435,0.775337811,0.752170083,0.36688474
SRR12344437,0.750244683,0.723043677,0.359528928
SRR12576692,0.772631168,0.745675447,0.388956928
SRR12576698,0.788994549,0.780837854,0.412413597
SRR12576700,0.719795883,0.670455841,0.347290324
SRR12576710,0.738102799,0.723359322,0.326428696
SRR12576711,0.674344847,0.655272074,0.229078943
SRR12576713,0.726541293,0.702030135,0.264844042
SRR12576714,0.683781462,0.654365407,0.243869629
SRR12576726,0.708972665,0.695903324,0.359305261
SRR12576748,0.78159543,0.74571165,0.410186411
SRR12576753,0.765296836,0.728304397,0.312433492
SRR12730842,0.665385959,0.644909186,0.288552218
SRR12730864,0.662302563,0.636605303,0.25021599
SRR12730870,0.627147544,0.596002763,0.2501295
SRR12730871,0.630329565,0.608383211,0.233041454
SRR12730875,0.617521181,0.591208839,0.247467028
SRR12730877,0.594528564,0.575345358,0.272546299
SRR12730879,0.68152064,0.651520067,0.271245634
SRR12730881,0.625663013,0.589462518,0.229490806
SRR12730883,0.625825808,0.607006485,0.288684163
SRR12730884,0.688690856,0.676862066,0.168178503
SRR12730889,0.426435118,0.41640974,0.088424673
SRR12730895,0.588257492,0.56486053,0.238655304
SRR13060030,0.75312311,0.720616469,0.277674039
SRR13060075,0.771682173,0.744706449,0.357368196
SRR13060086,0.710019302,0.687625107,0.29021304
SRR13060101,0.756272525,0.731389354,0.31591109
SRR13060112,0.767866687,0.743747516,0.304901947
SRR13060156,0.7148637,0.670756782,0.378788884
SRR13060194,0.751386322,0.725970425,0.363216266
SRR13060205,0.723805279,0.700117801,0.328695597
SRR13060216,0.742985251,0.716904774,0.329166453
SRR13060238,0.763260275,0.726512846,0.357921498
SRR13060250,0.711755336,0.676436232,0.376999044
SRR13060267,0.730294698,0.699414834,0.328715454
SRR13060310,0.755869951,0.730709363,0.312910604
SRR13060321,0.694494986,0.671266352,0.314868185
SRR13060365,0.736828628,0.716635014,0.290940258
SRR13060376,0.66892778,0.649482205,0.240899019
SRR13385226,0.797033567,0.779673232,0.268458543
SRR13385238,0.724005363,0.699402932,0.280063177
SRR13739518,0.736167521,0.712843692,0.291639544
SRR13739521,0.790415995,0.783211468,0.424703598
SRR13739522,0.722464187,0.704506048,0.261012261
SRR13739528,0.760183713,0.733310539,0.364368092
SRR13739530,0.763456587,0.741036455,0.370222699
SRR13739536,0.744573713,0.722733285,0.296386484
SRR13739538,0.762520684,0.73425262,0.249034749
SRR13739539,0.736384213,0.710019097,0.329166077
SRR13739542,0.612889006,0.587557671,0.220664727
SRR13739549,0.630773353,0.610342154,0.278409285
SRR13739550,0.639278882,0.615501412,0.397009849
SRR13739552,0.632349921,0.615703894,0.283803882
SRR13739555,0.644120248,0.626273046,0.27239087
SRR13739562,0.581161626,0.563665707,0.272250445
SRR13739565,0.776714034,0.738923711,0.33194522
SRR13739567,0.818656559,0.790303222,0.424405138
SRR13739568,0.79857032,0.774040415,0.31262699
SRR13739571,0.69559219,0.655232082,0.315070735
SRR13739578,0.78060613,0.760515952,0.400707722
SRR13739581,0.736531374,0.710993311,0.343245211
SRR13739582,0.787552221,0.763500725,0.404373774
SRR13739585,0.769234156,0.716141018,0.409054889
SRR13739587,0.783020418,0.758208906,0.418165541
SRR13739591,0.755465909,0.728800229,0.367684749
SRR13739592,0.765698763,0.74144824,0.324599932
SRR13739608,0.750043709,0.738129928,0.363166352
SRR13739621,0.617014171,0.598908119,0.253499245
SRR13739623,0.609631657,0.586765212,0.307577173
SRR13739625,0.722838254,0.699961522,0.34339583
SRR13739626,0.717771711,0.692292405,0.333835389
SRR13739628,0.730227348,0.693403594,0.338592367
SRR13739638,0.760956966,0.68943267,0.360438279
SRR13739645,0.818946255,0.788960138,0.506630528
SRR13739656,0.69585519,0.669508402,0.285713075
SRR13739657,0.78817074,0.748293297,0.402455789
SRR13739667,0.738508645,0.720501573,0.316059343
SRR13739668,0.736342333,0.710209793,0.329194478
SRR13739669,0.753924527,0.738029647,0.386943023
SRR13739673,0.717016263,0.704477351,0.248654467
SRR13739674,0.756159111,0.723187316,0.332662087
SRR13739683,0.730957283,0.710039703,0.27514521
SRR13739685,0.76023105,0.739705375,0.391422811
SRR13739687,0.74243813,0.714390467,0.351630221
SRR13739694,0.745255883,0.713895485,0.336055289
SRR13739695,0.793062904,0.76645317,0.402039048
SRR13739696,0.65101143,0.633595356,0.351945336
SRR13739700,0.690181056,0.672527195,0.239601026
SRR13739701,0.746695164,0.713479471,0.381763695
SRR13739709,0.757045419,0.729714827,0.35099433
SRR13739711,0.752707307,0.72747955,0.305554151
SRR13739713,0.765244164,0.760983328,0.067849279
SRR13739714,0.789232807,0.77142513,0.380722974
SRR13739717,0.812259169,0.791795723,0.438278929
SRR13739719,0.746437932,0.720717558,0.289399123
SRR13739729,0.716102399,0.677453316,0.211503297
SRR13739731,0.702082806,0.678146796,0.254285473
SRR13739738,0.771951735,0.752382508,0.293327057
SRR13739739,0.747162866,0.724618423,0.336532591
SRR13739742,0.786458016,0.767959989,0.367111328
SRR13739745,0.723818328,0.680996065,0.38967904
SRR13739748,0.721179755,0.694364185,0.28877869
SRR13739756,0.739754936,0.721292276,0.296883114
SRR13739757,0.760016645,0.743619467,0.243966235
SRR13739763,0.756191342,0.706249891,0.37411958
SRR13739765,0.76135995,0.741297567,0.347124142
SRR13739767,0.765950864,0.735763384,0.265047748
SRR13739780,0.727610927,0.709578399,0.336377704
SRR13739782,0.762981434,0.706171318,0.486234077
SRR13739788,0.731060681,0.705025955,0.391933014
SRR13739791,0.74276839,0.715413188,0.329827645
SRR13739795,0.779590916,0.761580689,0.136843886
SRR13739796,0.875516447,0.841709042,0.669811696
SRR13739799,0.747228903,0.729896476,0.118974171
SRR13739805,0.759021997,0.746817924,0.104300782
SRR13739815,0.795326418,0.784242321,0.438925989
SRR13739819,0.777768341,0.763528529,0.299602248
SRR13739820,0.785496107,0.761032911,0.327175992
SRR13739823,0.764235764,0.683620727,0.488587499
SRR13739824,0.762191555,0.740613277,0.320542382
SRR13739826,0.755105797,0.718922318,0.35161936
SRR13739829,0.74781491,0.726172114,0.235818338
SRR13739831,0.748280466,0.723142312,0.354291653
SRR13739834,0.755615579,0.729117186,0.366491253
SRR13739836,0.746623116,0.715959799,0.349095477
SRR13739837,0.727644207,0.713112042,0.187795859
SRR13739838,0.775366156,0.744741415,0.408051303
SRR13739841,0.73488825,0.733787759,0.394022663
SRR13739845,0.700679945,0.682604248,0.246067754
SRR13739850,0.752970342,0.72001079,0.398982698
SRR13739852,0.725653041,0.701211366,0.331196411
SRR13739855,0.732888003,0.716188109,0.265152888
SRR13739857,0.71646872,0.68964922,0.344455186
SRR13739859,0.70798118,0.680150301,0.249815136
SRR13739861,0.736864081,0.712200125,0.341911145
SRR13739864,0.698761111,0.679722825,0.30744033
SRR13739867,0.766799359,0.736680687,0.220244354
SRR13739868,0.759263259,0.742692585,0.247072234
SRR13739876,0.752653302,0.72693535,0.333171476
