basename,mags_and_gtdb,gtdb,mag_only
SRR13739882,0.797837976,0.782924011,0.361802415
SRR13739889,0.794995095,0.767336973,0.473205527
SRR13739896,0.730166665,0.704622029,0.382159746
SRR13739898,0.73341257,0.716395496,0.364433594
SRR13739899,0.701397086,0.676057973,0.276795217
SRR13739910,0.710039935,0.68287323,0.32993339
SRR13739911,0.756597286,0.72504351,0.357618893
SRR13739913,0.745791246,0.703910904,0.393136493
SRR13739916,0.74874429,0.729846133,0.270131139
SRR13739926,0.811694872,0.779994948,0.618413741
SRR13739929,0.757719001,0.743923504,0.384839605
SRR13739930,0.733711583,0.714494381,0.239300867
SRR13739934,0.767586017,0.722122874,0.408918961
SRR13739939,0.719798523,0.678478195,0.384567338
SRR13739941,0.698764419,0.675014676,0.316158737
SRR13739944,0.732993861,0.703745431,0.315043824
SRR13739948,0.73988103,0.728615377,0.346127896
SRR13739949,0.680192904,0.652862556,0.241860145
SRR13739953,0.718885341,0.692921825,0.326512533
SRR13739955,0.669301101,0.638418122,0.309438325
SRR13739958,0.749043419,0.728168007,0.338510369
SRR13739963,0.722472099,0.700383618,0.296377977
SRR13739964,0.784187585,0.754733353,0.493739705
SRR13739966,0.738683493,0.709696378,0.303510834
SRR13739971,0.766026517,0.746046709,0.401950011
SRR13739972,0.699276288,0.675809674,0.27965419
SRR13739975,0.73545111,0.711323598,0.463003244
SRR13739976,0.61999868,0.604799507,0.244418538
SRR13739977,0.698781474,0.658104965,0.360425726
SRR13739978,0.710206386,0.686586995,0.288760997
SRR13739981,0.715160945,0.705355599,0.212654289
SRR13739982,0.745551489,0.730173821,0.235648302
SRR13739983,0.774384875,0.74845913,0.482072103
SRR13739990,0.795237346,0.772777341,0.343876213
SRR13739995,0.761041495,0.735071659,0.326622646
SRR13739999,0.764165822,0.734595021,0.344753295
SRR13740002,0.753899968,0.72000047,0.33729297
SRR13740003,0.724705959,0.692063595,0.281900492
SRR13740005,0.758558046,0.737517116,0.323300931
SRR13740009,0.758634487,0.738130325,0.326710063
SRR13740010,0.777645058,0.748827275,0.341027568
SRR13740012,0.786912387,0.738061485,0.397574528
SRR13740016,0.739847578,0.708228997,0.363654509
SRR13740024,0.75259576,0.728167083,0.303424955
SRR13740028,0.730242485,0.709404459,0.285308281
SRR13740029,0.802477989,0.777742227,0.242061828
SRR13740033,0.735323261,0.70485151,0.3258656
SRR13740046,0.737138344,0.712822167,0.304652999
SRR13740060,0.858328911,0.832658972,0.600490846
SRR13740077,0.782695164,0.722990593,0.478610332
SRR13740078,0.723294966,0.693932532,0.312472483
SRR13740090,0.750706991,0.720816968,0.241437549
SRR13740091,0.772358591,0.754739497,0.405210051
SRR13740093,0.718119233,0.684662086,0.366636575
SRR13740094,0.76135106,0.737002473,0.286403323
SRR13740095,0.756866823,0.739370316,0.292431411
SRR13740096,0.771310215,0.757558068,0.367681893
SRR13740098,0.788720803,0.778188745,0.271993416
SRR13740099,0.77315816,0.744800678,0.318474265
SRR13740102,0.746317958,0.643952938,0.547189729
SRR13740106,0.759461266,0.7406454,0.385163483
SRR13740108,0.763691216,0.738819032,0.356961909
SRR13740110,0.710478883,0.682541085,0.252942216
SRR13740113,0.750786234,0.7209318,0.277473268
SRR13740114,0.802819661,0.785101142,0.248703068
SRR13740117,0.735146149,0.702759471,0.354957992
SRR13740121,0.797397266,0.775252721,0.311311437
SRR13740127,0.731717329,0.708722454,0.279345662
SRR13740128,0.717613934,0.689470927,0.348061812
SRR13740140,0.741348596,0.714626843,0.403264729
SRR13740146,0.770719345,0.742386116,0.342873262
SRR13740154,0.806065905,0.785310673,0.35018307
SRR13740181,0.735705811,0.716652623,0.32828057
SRR13740187,0.829285544,0.814969152,0.440425061
SRR13740188,0.769152834,0.723068565,0.383210848
SRR13740192,0.736123915,0.704287705,0.308521814
SRR13740193,0.780721906,0.762092079,0.349970104
SRR13740198,0.789652239,0.773633059,0.385847233
SRR13740201,0.774540802,0.747605493,0.396157662
SRR13740209,0.761639389,0.732902076,0.395190637
SRR13740212,0.735165273,0.707537996,0.322886277
SRR13740215,0.751063607,0.701666143,0.40695798
SRR13740218,0.737232426,0.70912064,0.318413055
SRR13740221,0.70161071,0.675562357,0.287366644
SRR13740222,0.713566243,0.689479072,0.353976678
SRR13740227,0.726406903,0.69346611,0.363454442
SRR13740234,0.657111715,0.644109903,0.146693279
SRR13740237,0.775771544,0.745337006,0.359660464
SRR13740238,0.800560358,0.775651758,0.37479072
SRR13740241,0.710491556,0.686538824,0.251922351
SRR13740242,0.780551384,0.750099105,0.369511682
SRR13740247,0.698243383,0.67990016,0.291866817
SRR13740248,0.713647192,0.69031656,0.274233159
SRR13740251,0.739340296,0.719583217,0.339165218
SRR13740255,0.700079572,0.666012241,0.349024682
SRR13740256,0.76488721,0.742023068,0.298601613
SRR13740266,0.731307575,0.709382231,0.322182929
SRR13740277,0.738076984,0.715251896,0.34727989
SRR13740278,0.683569314,0.646109333,0.332277336
SRR13740279,0.672673341,0.650887334,0.224551777
SRR13740280,0.732987373,0.697562392,0.350638811
SRR13740284,0.639791985,0.617827747,0.249077575
SRR13740286,0.736360607,0.710885811,0.24541863
SRR13740289,0.633937883,0.612837993,0.233039961
SRR13740292,0.717990095,0.68705931,0.367934052
SRR13740296,0.750827246,0.721209445,0.181056565
SRR13740300,0.729316789,0.676535457,0.409177386
SRR13740301,0.698397753,0.67568225,0.255166894
SRR13740302,0.745967064,0.735835654,0.297558742
SRR13740303,0.725125183,0.685132582,0.314299304
SRR13740316,0.745394917,0.706586499,0.391158787
SRR13740318,0.713234177,0.686001641,0.319528425
SRR13740327,0.703332586,0.674533326,0.314977017
SRR13740331,0.764750831,0.741587722,0.353172959
SRR13740335,0.789836481,0.768956137,0.388566041
SRR13740338,0.751873648,0.709949198,0.456918666
SRR13740345,0.709530374,0.690329538,0.340889887
SRR13740347,0.727980976,0.708243687,0.279628581
SRR13740352,0.736626679,0.703587058,0.370100381
SRR13740355,0.811319726,0.79135122,0.30982981
SRR13740360,0.76037193,0.73226869,0.314431055
SRR13740363,0.74338405,0.714208887,0.382414234
SRR13740366,0.766970291,0.726721435,0.346040886
SRR13740372,0.75242657,0.703177752,0.352654456
SRR13740373,0.763974612,0.725843397,0.363331712
SRR13740377,0.798800316,0.775509756,0.291659343
SRR13740379,0.786217911,0.770337837,0.390804076
SRR13740384,0.768324745,0.728660567,0.306849651
SRR13740393,0.772216396,0.74365208,0.315468056
SRR13740397,0.741696296,0.717400553,0.289976297
SRR13740399,0.764831417,0.744873885,0.402625257
SRR13740404,0.74177004,0.712594722,0.32421161
SRR13740406,0.759783363,0.743711678,0.261274947
SRR13740407,0.732817087,0.70085535,0.321565948
SRR13740408,0.721943334,0.695333106,0.381562154
SRR13740409,0.774527215,0.739207648,0.336343542
SRR13740410,0.770101613,0.746897066,0.317308686
SRR13740413,0.766272999,0.739787164,0.305828344
SRR13740423,0.763129248,0.735365954,0.379867724
SRR13740424,0.766289211,0.742039552,0.313718532
SRR13740433,0.759929678,0.730165061,0.323341255
SRR13740437,0.751059448,0.711166779,0.384431067
SRR13740444,0.758856395,0.728101877,0.327024714
SRR13740445,0.787227233,0.764954494,0.414269653
SRR13740447,0.7511752,0.751048151,0.032232245
SRR13740449,0.729837684,0.70379181,0.316865644
SRR13740450,0.761452423,0.742735167,0.293294418
SRR13740453,0.771766193,0.747161341,0.32513486
SRR13740456,0.755270083,0.736726937,0.379276195
SRR13740460,0.751520755,0.713708696,0.359165896
SRR13740464,0.785897497,0.765138077,0.353916962
SRR13740473,0.775007774,0.747616496,0.407296401
SRR13740480,0.71652068,0.68771371,0.34266242
SRR13740482,0.750985457,0.726068068,0.355183924
SRR13740485,0.757298789,0.73432206,0.374688064
SRR13740486,0.73110143,0.7073164,0.257023316
SRR13740491,0.782641688,0.756583895,0.385223077
SRR13911812,0.689203976,0.679401842,0.175025075
SRR13911815,0.709517997,0.694274911,0.22102474
SRR13911821,0.71841853,0.698817891,0.228115016
SRR13911828,0.789829651,0.773452522,0.331742284
SRR13911829,0.68346927,0.632273127,0.371744338
SRR13911832,0.722751179,0.699016141,0.269813203
SRR14024167,0.646469196,0.601374151,0.364455302
SRR14024170,0.680821279,0.633947737,0.40025665
SRR14024185,0.712936176,0.671543974,0.438668328
SRR14024189,0.694766643,0.64449966,0.432059537
SRR14024191,0.671398376,0.608477027,0.419712983
SRR14024196,0.481825175,0.461224409,0.280955386
SRR14024200,0.67843881,0.627630266,0.407526452
SRR14024207,0.472929995,0.44206804,0.258037971
SRR14024208,0.663184998,0.637229549,0.351276456
SRR14024217,0.803778528,0.79710824,0.450555029
SRR14024222,0.661570224,0.639746573,0.233972813
SRR14024223,0.721480068,0.698874652,0.397128317
SRR14024226,0.650830295,0.630358441,0.338970422
SRR14024228,0.689046642,0.678556947,0.33366634
SRR14024233,0.691717498,0.650971018,0.403072966
SRR14024235,0.714219013,0.69133633,0.384731295
SRR14024246,0.659860664,0.618811079,0.378456701
SRR14024248,0.691362968,0.658116182,0.396264898
SRR14291145,0.814733757,0.789413542,0.289000362
SRR14291149,0.762494953,0.742490793,0.30403876
SRR14291156,0.765102892,0.730612526,0.299396781
SRR14291165,0.788587162,0.771027362,0.257752538
SRR14291170,0.823424976,0.811493173,0.255619958
SRR14291172,0.799673222,0.772344932,0.276151286
SRR14291173,0.818742034,0.810070556,0.257805835
SRR14291174,0.822797544,0.811598491,0.280035506
SRR14291182,0.796222913,0.769418626,0.349324627
SRR14291189,0.794371304,0.767503872,0.352453534
SRR14291190,0.770410105,0.736721947,0.370727497
SRR14291193,0.764529345,0.73716654,0.340872713
SRR14291194,0.779500775,0.760208826,0.321510727
SRR14291196,0.812632557,0.788623311,0.313013846
SRR14291197,0.818824114,0.799698255,0.30182795
SRR14291200,0.813597765,0.790741248,0.291316496
SRR14291208,0.79561989,0.77521085,0.300330493
SRR14291215,0.767737335,0.745026533,0.258713795
SRR14291217,0.773324896,0.75326087,0.282943716
SRR14291223,0.777777114,0.766568883,0.215907801
SRR14291225,0.772759275,0.754712779,0.299397971
SRR14291227,0.758006328,0.733219694,0.297754842
SRR14291230,0.740930027,0.721181147,0.251422803
SRR14291234,0.758804804,0.719126744,0.333363435
SRR14291235,0.754619802,0.724141398,0.326045181
SRR14291242,0.763301024,0.719989722,0.388873821
SRR14291244,0.74951721,0.715301602,0.316562535
SRR14291248,0.793248685,0.773493466,0.272555049
SRR14291251,0.772201029,0.748459878,0.285359321
SRR14291252,0.784548041,0.759258057,0.307519451
SRR14291258,0.758277785,0.728176749,0.24144552
SRR14291264,0.77544303,0.753632344,0.306014563
SRR14291265,0.782387548,0.759619486,0.312716796
SRR14291266,0.736179726,0.70907736,0.286644771
SRR14291274,0.782033588,0.75830562,0.357266378
SRR14291277,0.807024793,0.781765801,0.279397043
SRR14291281,0.758262845,0.719324353,0.352756892
SRR14291283,0.769438396,0.729115962,0.397688803
SRR14291284,0.772931237,0.734773121,0.369417557
SRR14291287,0.772709871,0.729948742,0.403428547
SRR14291290,0.751073311,0.716808805,0.346740509
SRR14291292,0.751686175,0.718190446,0.327314141
SRR14291293,0.764494817,0.724133856,0.356899608
SRR14291296,0.793151288,0.758954601,0.332517787
SRR14291299,0.732898379,0.709241761,0.252110007
SRR14291301,0.778579088,0.751558431,0.321950012
SRR14291305,0.747141983,0.724213442,0.276054917
SRR14291307,0.772829647,0.737297155,0.368368079
SRR14291312,0.744538567,0.716714876,0.275137741
SRR14291313,0.756152706,0.730553496,0.28869533
SRR14291316,0.746168954,0.719616508,0.316691216
SRR14291321,0.81414875,0.788914216,0.252643154
SRR14291323,0.750283708,0.717084556,0.292657859
SRR14291326,0.744973597,0.721719107,0.273765063
SRR14291334,0.742452949,0.711064797,0.288493116
SRR14291335,0.762726942,0.734084274,0.279873702
SRR14291336,0.755074893,0.722825556,0.291491616
SRR14291338,0.756069883,0.725118779,0.310982529
SRR14291351,0.701606268,0.634135871,0.461417379
SRR14291352,0.696991187,0.634652806,0.458681796
SRR14291354,0.694246415,0.634462979,0.422276851
SRR14291355,0.659254195,0.617591291,0.367897636
SRR14291356,0.665354692,0.623349081,0.357704696
SRR14291359,0.779143493,0.745408964,0.310364971
SRR14291362,0.780604077,0.769456995,0.131464418
SRR14291365,0.774644818,0.765022603,0.117460446
SRR14291366,0.745165074,0.732637936,0.138784219
SRR14291368,0.751251397,0.738134078,0.167206704
SRR14291371,0.767379593,0.73714952,0.34019628
SRR14291376,0.795296405,0.773307571,0.389966928
SRR14291379,0.765812026,0.748171953,0.279260398
SRR14291382,0.730132804,0.707735503,0.353574174
SRR14291385,0.75093827,0.728120467,0.293373397
SRR14291386,0.72926151,0.71170362,0.318207545
SRR14291388,0.76778083,0.747313547,0.29765967
SRR14291404,0.849036417,0.807390368,0.565859334
SRR14291408,0.838214358,0.791493675,0.575622955
SRR14291411,0.809259295,0.759695847,0.570173092
SRR14291413,0.836629109,0.79799972,0.684260493
SRR14291420,0.690862315,0.643826944,0.354112228
SRR14291428,0.708566097,0.662365407,0.391373743
SRR14291431,0.703406445,0.656114447,0.367289548
SRR14610580,0.788067452,0.759390772,0.410333837
SRR14610589,0.77430679,0.729764399,0.398812422
SRR14610605,0.789751641,0.754822992,0.393284687
SRR14610607,0.778164536,0.75394509,0.2586954
SRR14610617,0.836917296,0.755556692,0.414564621
SRR14610621,0.766563658,0.728971547,0.419976437
SRR14610623,0.686585666,0.664640552,0.347087539
SRR14610625,0.774811028,0.741636127,0.399493223
SRR14610626,0.729422389,0.692621103,0.327750588
SRR14610629,0.751879306,0.730288511,0.32757482
SRR14610631,0.848834141,0.717696968,0.675289501
SRR14610660,0.811881746,0.745243589,0.453374488
SRR14610673,0.769754251,0.743063987,0.341349596
SRR14610676,0.767148054,0.759285158,0.154051461
SRR14610686,0.824672723,0.805700753,0.431017936
SRR14610688,0.813696395,0.790171711,0.415443022
SRR14610690,0.775113297,0.732714395,0.474723749
SRR14610691,0.787331869,0.752836634,0.294325124
SRR14610692,0.775331885,0.753976325,0.386530216
SRR14610731,0.773027528,0.757920196,0.410554293
SRR15032143,0.76399524,0.742593853,0.274042762
SRR15032146,0.765318327,0.743774132,0.270593537
SRR15032155,0.749663164,0.721391783,0.283613734
SRR15032162,0.767925033,0.74931029,0.301899844
SRR15032168,0.773631093,0.737409061,0.382074948
SRR15032175,0.740147802,0.727570527,0.284465789
SRR15032178,0.800407614,0.782192848,0.383290521
SRR15032179,0.700241009,0.678794843,0.223614674
SRR15032180,0.706988624,0.68115409,0.248929439
SRR15032187,0.766394544,0.738006575,0.302001251
SRR15032188,0.761564729,0.733971609,0.316657647
SRR15032192,0.767665044,0.745678148,0.289379598
SRR15032202,0.748957518,0.710606422,0.320646487
SRR15032216,0.747171305,0.723395831,0.195989286
SRR15032220,0.807542743,0.774968283,0.346810638
SRR15032221,0.793507795,0.758634801,0.321727292
SRR15032223,0.713341388,0.696494221,0.265392646
SRR15032225,0.777793638,0.764544437,0.302228747
SRR15032226,0.765235991,0.749304059,0.296255288
SRR15032248,0.793212004,0.767974439,0.319622601
SRR15032257,0.752012987,0.723480519,0.262571429
SRR15032259,0.794461922,0.751064252,0.275495281
SRR15032269,0.719715327,0.686576944,0.305907235
SRR15032273,0.73847714,0.714041367,0.308806673
SRR15032274,0.724770467,0.682441148,0.335817687
SRR15032279,0.767290352,0.738927041,0.300405458
SRR15032280,0.773142273,0.738036075,0.356035248
SRR15032281,0.770331321,0.743498189,0.352265747
SRR15702461,0.724645862,0.698320461,0.326543894
SRR15702470,0.70286258,0.676532334,0.281181329
SRR15702479,0.697119524,0.676617341,0.213193497
SRR15702550,0.766235839,0.737981262,0.389284005
SRR15702569,0.697085154,0.675583502,0.317142705
SRR15702570,0.735697465,0.718278155,0.274795678
SRR15702574,0.771596077,0.738688291,0.329647691
SRR15702576,0.807149577,0.77625009,0.545119039
SRR15702578,0.736930779,0.7099018,0.40324444
SRR15702582,0.356852103,0.335142469,0.173677069
SRR15702590,0.708893891,0.687758965,0.267422034
SRR15702591,0.687744378,0.661996755,0.306892821
SRR15702596,0.750677282,0.711471803,0.322812289
SRR15702601,0.779459743,0.744016792,0.43138418
SRR15702602,0.780284104,0.742849364,0.371608853
SRR15702618,0.746852727,0.726821217,0.295633581
SRR15702624,0.768082802,0.729449994,0.448128535
SRR15801624,0.809873503,0.785774096,0.278396955
SRR15801626,0.809174445,0.786549731,0.3480147
SRR15801627,0.834669299,0.799684107,0.458374465
SRR15801628,0.793332739,0.759271649,0.264125837
SRR15801630,0.811660965,0.783408066,0.378763305
SRR15801634,0.813718726,0.794581332,0.298233737
SRR17790812,0.772187359,0.758344233,0.338208662
SRR17790816,0.749209781,0.729967881,0.336921239
SRR17790818,0.79279815,0.779964382,0.336216324
SRR17790826,0.812437369,0.789922052,0.339031752
SRR17790827,0.758379045,0.741278119,0.258319284
SRR17790828,0.761212153,0.74079035,0.349138551
SRR17790829,0.711680513,0.684927642,0.296947662
SRR17790835,0.746939348,0.728335398,0.311155511
SRR17790840,0.781303672,0.766915781,0.380175695
SRR17790848,0.767595958,0.729355905,0.38630683
SRR17790854,0.741088722,0.726554378,0.212084741
SRR17790856,0.803578539,0.788632282,0.428255289
SRR17790859,0.76530067,0.711179979,0.394102986
SRR17790860,0.839909091,0.815223636,0.525618182
SRR17790862,0.765904348,0.752417224,0.367820066
SRR17790873,0.801766089,0.784118692,0.345441117
SRR17790878,0.733336871,0.702853757,0.299984966
SRR17790882,0.773266596,0.758669948,0.292750626
SRR17790887,0.810361497,0.785561362,0.370689066
SRR17790888,0.778186509,0.761268846,0.401038037
SRR17790896,0.648902821,0.624869383,0.199582027
SRR17790897,0.820602347,0.807075412,0.422605509
SRR17790899,0.721429053,0.698154827,0.318705904
SRR17790905,0.828995668,0.805660717,0.330827446
SRR17790907,0.717507324,0.701804602,0.286053732
SRR17790908,0.750434447,0.724447617,0.307272513
SRR17790909,0.625264376,0.617962601,0.296703997
SRR17790910,0.831637434,0.820415915,0.420250009
SRR17790920,0.814856358,0.806718417,0.440033916
SRR17790922,0.798114493,0.749283824,0.305117871
SRR17790924,0.780662844,0.76787222,0.429103396
SRR17790926,0.762366045,0.733726715,0.321568421
SRR17790932,0.822147846,0.80070355,0.36294365
SRR17790934,0.704449472,0.682621444,0.27050895
SRR17790943,0.739858302,0.708152454,0.321459507
SRR17790947,0.761753711,0.729521453,0.400083986
SRR17790957,0.772563232,0.756912192,0.350932962
SRR17790965,0.81931792,0.796071356,0.40590021
SRR17790971,0.734234542,0.709995144,0.368747794
SRR17790973,0.726331233,0.703870717,0.326616035
SRR17790979,0.747332893,0.722865646,0.320418921
SRR17790984,0.737546963,0.71486268,0.313661942
SRR17790986,0.79253588,0.772855058,0.431637082
SRR17790988,0.775028668,0.749986262,0.291443341
SRR17790993,0.804252726,0.790627268,0.344790593
SRR17790994,0.812262286,0.712576942,0.566036073
SRR17790997,0.733408602,0.710097558,0.3397501
SRR17791002,0.819385626,0.807873766,0.389292961
SRR17791003,0.765008463,0.738186711,0.365143874
SRR17791004,0.753983622,0.691004551,0.41127148
SRR17791010,0.744183896,0.718672236,0.336564167
SRR17791013,0.810281035,0.795660611,0.356342388
SRR17791019,0.779611895,0.757940124,0.317828983
SRR17791021,0.750291564,0.733203673,0.211838935
SRR17791022,0.772064139,0.755671408,0.305852532
SRR17791023,0.737918931,0.721251862,0.296210365
SRR17791024,0.815779944,0.792165639,0.354707893
SRR17791033,0.789147214,0.769640584,0.313634689
SRR17791034,0.789567644,0.761281064,0.331534318
SRR18938548,0.638700796,0.606321421,0.265616081
SRR18938552,0.702893756,0.672841871,0.374238256
SRR18938555,0.702468787,0.670930675,0.353536222
SRR18938556,0.724166137,0.702717441,0.325486988
SRR18938557,0.720686368,0.696033875,0.27578868
SRR18938558,0.686744358,0.647332743,0.272582855
SRR18938565,0.717823103,0.699172993,0.278781558
SRR19064338,0.788459174,0.768166315,0.285249774
SRR19064370,0.756317923,0.73255744,0.306863625
SRR19064372,0.736332874,0.714138008,0.305491713
SRR19064373,0.737376235,0.69615016,0.348644832
SRR19064374,0.718130479,0.696012338,0.329396591
SRR19064387,0.767250549,0.731628146,0.306878737
SRR19064393,0.754518284,0.727143818,0.31233626
SRR19064416,0.74783893,0.723446033,0.352608359
SRR19064438,0.717220175,0.672145632,0.35322316
SRR19064443,0.68665258,0.660853633,0.262845453
SRR19064448,0.712675172,0.678173347,0.328862462
SRR19064485,0.767407927,0.718862546,0.341070944
SRR19064530,0.707986275,0.683869972,0.287958013
SRR19064635,0.774729387,0.749092851,0.369615649
SRR19064644,0.754878712,0.727685626,0.327379219
SRR19064647,0.717330583,0.679150269,0.298449309
SRR19064648,0.793955813,0.780751716,0.322806246
SRR19064649,0.74272179,0.7126864,0.316958411
SRR19064650,0.748878515,0.735083514,0.279980327
SRR19064654,0.75347767,0.729708288,0.353850013
SRR19064655,0.766324324,0.752728171,0.350616024
SRR19064656,0.746596841,0.727427663,0.343638807
SRR19064657,0.72655816,0.700896785,0.32814493
SRR19064658,0.751654307,0.714220619,0.339901052
SRR19064661,0.74174592,0.713539723,0.419180117
SRR19064665,0.762689326,0.739546336,0.347643835
SRR19064666,0.755751776,0.738219115,0.285814806
SRR19064667,0.731704083,0.692641646,0.340231025
SRR19064668,0.747677598,0.722533641,0.289821957
SRR19064669,0.724576282,0.693394376,0.304332971
SRR19064670,0.693824544,0.657308105,0.308506841
SRR19064673,0.771438354,0.741681452,0.383790818
SRR19064676,0.757041513,0.732254186,0.269634573
SRR19064677,0.759992112,0.734723426,0.193547383
SRR19064678,0.728387697,0.705825318,0.30504383
SRR19064682,0.773509641,0.741707323,0.360062905
SRR19064683,0.764674586,0.741591353,0.326204705
SRR19064685,0.722597479,0.700714853,0.27154641
SRR19064686,0.752767359,0.716075758,0.418784977
SRR19064687,0.766368358,0.740468169,0.338181138
SRR19064691,0.759092938,0.723963634,0.415202512
SRR19064692,0.735973992,0.715338714,0.257098325
SRR19064693,0.761164348,0.741805441,0.308812888
SRR19064695,0.764733512,0.735147759,0.32695153
SRR19064699,0.734232884,0.701842829,0.379022989
SRR19064707,0.742635897,0.712009244,0.35470321
SRR19064715,0.76014933,0.731704793,0.30061186
SRR19064741,0.7525306,0.725735101,0.325040517
SRR19064775,0.780932926,0.757615431,0.343619855
SRR19064787,0.810694886,0.778584122,0.440470738
SRR19064832,0.752455354,0.730774936,0.313746493
SRR19064870,0.756622058,0.731416052,0.332155041
SRR19064889,0.813790981,0.783160221,0.4374611
SRR19064890,0.749704272,0.722958453,0.343115438
SRR19064892,0.731568674,0.697305678,0.370807066
SRR19064898,0.719245194,0.690858481,0.337391473
SRR19064902,0.747868403,0.725204224,0.301033044
SRR19064904,0.726045281,0.70547972,0.296169715
SRR19064905,0.746048751,0.72236031,0.322480703
SRR19064913,0.714397762,0.683367867,0.230300973
SRR19064915,0.739087973,0.720530411,0.233414861
SRR19064917,0.764663559,0.7453641,0.348850879
SRR19064918,0.735189177,0.719690612,0.181379546
SRR19064919,0.725419192,0.693787746,0.344955269
SRR19064920,0.76286884,0.739485185,0.360137965
SRR19064924,0.684567093,0.662966208,0.243990413
SRR19064925,0.776460132,0.748589337,0.252344311
SRR19064928,0.721976899,0.698671617,0.307575582
SRR19064931,0.730910427,0.693829535,0.300538342
SRR19064939,0.712900985,0.689365422,0.236422241
SRR19064944,0.770991063,0.738664407,0.358938497
SRR19064945,0.730399468,0.691247058,0.314927166
SRR19064946,0.715881614,0.672487655,0.302485218
SRR19064947,0.724170343,0.702497707,0.320209536
SRR19064949,0.709293593,0.686103827,0.312942642
SRR19064950,0.766757245,0.743902882,0.28248429
SRR19064951,0.762375727,0.744928503,0.309393187
SRR19064953,0.742219203,0.719325923,0.295528948
SRR19074023,0.768473165,0.747392979,0.287711735
SRR19074035,0.796642393,0.772980912,0.305807655
SRR19074036,0.788400332,0.769573679,0.265292222
SRR19074038,0.782801503,0.755253586,0.333741216
SRR19074039,0.762753314,0.743066376,0.296700803
